Indeks,Komentar,Komentar_bersih,normal_teks,Label,Label_Validator
4832,sepertinya ada hasil bumi yg luar biasa makanya mereka seenak jidat mau klaim 😔 sumpah denger berita orang2 atas tiap hr bikin tensi naik🙈,sepertinya ada hasil bumi yg luar biasa makanya mereka seenak jidat mau klaim emoji_pensive_face sumpah denger berita orang2 atas tiap hr bikin tensi naik emoji_see-no-evil_monkey,sepertinya ada hasil bumi yg luar biasa makanya mereka seenak jidat mau klaim emoji_pensive_face sumpah dengar berita orang atas tiap hari bikin tensi naik emoji_see-no-evil_monkey,2,2
12321,aku kalo ketemu kaya cewe itu aku suru dia buka cede nya,aku kalo ketemu kaya cewe itu aku suru dia buka cede nya,aku kalo ketemu kaya cewek itu aku suru dia buka cede nya,5,5
4048,tebak agama 😅🤣,tebak agama emoji_grinning_face_with_sweat emoji_rolling_on_the_floor_laughing,tebak agama emoji_grinning_face_with_sweat emoji_rolling_on_the_floor_laughing,4,4
50630,the best lahhh❤️,the best lahhh emoji_red_heart,the terbaik lah emoji_red_heart,0,0
10416,banyak kali anj ng nya 😂,banyak kali anj ng nya emoji_face_with_tears_of_joy,banyak kali anjing ng nya emoji_face_with_tears_of_joy,3,3
3976,tebak agama 🤣🤣🤣🤣,tebak agama emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,tebak agama emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,4,4
9631,jgn pada ngehina we dia udh hina ko,jgn pada ngehina we dia udh hina ko,jangan pada menghina we dia udah hina ko,3,3
18602,in sya allah kita semua masuk surganya allah aamiinn🤲🏻🤍,in sya allah kita semua masuk surganya allah aamiinn emoji_palms_up_together_light_skin_tone emoji_white_heart,di saya allah kita semua masuk surganya allah amin emoji_palms_up_together_light_skin_tone emoji_white_heart,0,0
3634,tujuan nya dia untuk membela oten karna dia satu server brow🤣🤣 tapi pembelaan dia tanpa data dia bilang yg merusak makam seorang muallaf🤣🤣🤣,tujuan nya dia untuk membela oten karna dia satu server brow emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing tapi pembelaan dia tanpa data dia bilang yg merusak makam seorang muallaf emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,tujuan nya dia untuk membela oten karena dia satu server bro emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing tapi pembelaan dia tanpa data dia bilang yg merusak makam seorang muallaf emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,4,4
57000,mari komen🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿,mari komen emoji_moai emoji_moai emoji_moai emoji_moai emoji_moai emoji_moai emoji_moai emoji_moai emoji_moai emoji_moai,mari komen emoji_moai emoji_moai emoji_moai emoji_moai emoji_moai emoji_moai emoji_moai emoji_moai emoji_moai emoji_moai,0,0
62316,sering² yang kek gini ko 👍👍,sering2 yang kek gini ko emoji_thumbs_up emoji_thumbs_up,sering-sering yang kek gini ko emoji_thumbs_up emoji_thumbs_up,0,0
25486,tak nak sosis walid keriput,tak nak sosis walid keriput,tak nak sosis walid keriput,0,0
11507,rakyat mana rakyat bala bala si maya tukang gunjing,rakyat mana rakyat bala bala si maya tukang gunjing,rakyat mana rakyat bala bala si maya tukang gunjing,3,3
8279,betlanjangk kau,betlanjangk kau,telanjang kau,3,3
28924,di komen rata rata pada ga bisa megang sila ke 1 kacau kacau,di komen rata rata pada ga bisa megang sila ke 1 kacau kacau,di komen rata rata pada ga bisa megang sila ke 1 kacau kacau,0,0
54306,ciput murah kak 😹🤭,ciput murah kak emoji_cat_with_tears_of_joy emoji_face_with_hand_over_mouth,ciput murah kak emoji_cat_with_tears_of_joy emoji_face_with_hand_over_mouth,0,0
11788,mscbrew cewek jepek dengan body yang bagus,mscbrew cewek jepek dengan body yang bagus,mscbrew cewek jepek dengan bodi yang bagus,3,5
49695,itu mah udh pasaran,itu mah udh pasaran,itu mah udah pasaran,0,0
5911,masih untung kita hidup di negara yg mayoritas suku jawa kebayang ga klo mayoritasnya suku lain apalgi org eropa? mungkin indonesia lebih maju tp kita udh punah 🥺,masih untung kita hidup di negara yg mayoritas suku jawa kebayang ga klo mayoritasnya suku lain apalgi org eropa? mungkin indonesia lebih maju tp kita udh punah emoji_pleading_face,masih untung kita hidup di negara yg mayoritas suku jawa kebayang ga kalau mayoritasnya suku lain apalagi orang eropa? mungkin indonesia lebih maju tp kita udah punah emoji_pleading_face,4,4
3855,contoh kayak lu nih yang bikin negara gak maju sama mines toleransi pake segala komen tebak agama🤓 apa coba?,contoh kayak lu nih yang bikin negara gak maju sama mines toleransi pake segala komen tebak agama emoji_nerd_face apa coba?,contoh kayak lu nih yang bikin negara gak maju sama mines toleransi pake segala komen tebak agama emoji_nerd_face apa coba?,4,4
6421,sakit jir,sakit jir,sakit jir,3,3
7083,sasa udah di nikmati laki2 siapa y,sasa udah di nikmati laki2 siapa y,sasa sudah di nikmati laki-laki siapa y,5,5
11588,ahmad dhani ter menjijikan yang pernah aku tau,ahmad dhani ter menjijikan yang pernah aku tau,ahmad dhani ter menjijikan yang pernah aku tau,3,3
16989,"Terbantu banget sama ⏯M̲A̲N̲D̲A̲L̲I̲K̲A̲7̲7̲⏯, salut!","terbantu banget sama emoji_play_or_pause_button mandalika77 emoji_play_or_pause_button , salut!","terbantu banget sama emoji_play_or_pause_button mandalika77 emoji_play_or_pause_button , salut!",1,1
3132,mereka dinasti tak teruntuhkan merekalah maha agung diatas kita semua para kaum jelata,mereka dinasti tak teruntuhkan merekalah maha agung diatas kita semua para kaum jelata,mereka dinasti tak teruntuhkan mereka maha agung di atas kita semua para kaum jelata,3,3
5422,pulaunya mau di jual oleh keluarga jkw,pulaunya mau di jual oleh keluarga jkw,pulaunya mau di jual oleh keluarga jkw,2,2
15997,"Parah banget! 𝗠𝗔𝗡𝗝𝗨𝗥𝗕𝗘𝗧-bikin candu berat, susah banget buat berhenti!","parah banget! manjurbet-bikin candu berat, susah banget buat berhenti!","parah banget! manjurbet-bikin candu berat, susah banget buat berhenti!",1,1
40522,sikat langsung aja,sikat langsung aja,sikat langsung aja,0,0
12175,gila nonton bokep parah,gila nonton bokep parah,gila nonton bokep parah,5,5
13405,india eh tuhan nya jatoh ke got 😂,india eh tuhan nya jatoh ke got emoji_face_with_tears_of_joy,india eh tuhan nya jatuh ke got emoji_face_with_tears_of_joy,4,4
14516,dasar anak islam,dasar anak islam,dasar anak islam,4,4
7751,nilai jual tinggi ?? gak salah apa ini semua pada diobral kok masih bisa dibilang punya nilai jual tinggi sih secara bahasa barang yang diobral sepi peminat coy,nilai jual tinggi ?? gak salah apa ini semua pada diobral kok masih bisa dibilang punya nilai jual tinggi sih secara bahasa barang yang diobral sepi peminat coy,nilai jual tinggi ?? gak salah apa ini semua pada diobral kok masih bisa dibilang punya nilai jual tinggi sih secara bahasa barang yang diobral sepi peminat kawan,3,3
2434,ubur ubur ikan lele palembang hama lee🤣🤣🤣,ubur ubur ikan lele palembang hama lee emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,ubur ubur ikan lele palembang hama lee emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing,4,4
5558,maklum rombongan mulyaman mungkin pemecah belah bangsa😆,maklum rombongan mulyaman mungkin pemecah belah bangsa emoji_grinning_squinting_face,maklum rombongan mulyaman mungkin pemecah belah bangsa emoji_grinning_squinting_face,4,4
6595,langsung pakai kondom ma kamu ya 😊,langsung pakai kondom ma kamu ya emoji_smiling_face_with_smiling_eyes,langsung pakai kondom ma kamu ya emoji_smiling_face_with_smiling_eyes,5,5
24653,anjay polisinya juga rkus teryata🤣,anjay polisinya juga rkus teryata emoji_rolling_on_the_floor_laughing,anjay polisinya juga rkus ternyata emoji_rolling_on_the_floor_laughing,0,0
16870,Temen gua semuanya pake ̠【A】【L】【E】【X】【I】【S】【1】【7】.,temen gua semuanya pake [(a)] [(l)] [(e)] [(x)] [(i)] [(s)] [(1)] [(7)] .,teman gua semuanya pake [(a)] [(l)] [(e)] [(x)] [(i)] [(s)] [(1)] [(7)] .,1,1
24244,orang palembang kau dek?,orang palembang kau dek?,orang palembang kau dek?,0,0
4650,klo kata org org tebak agama 🤭,klo kata org org tebak agama emoji_face_with_hand_over_mouth,kalau kata orang orang tebak agama emoji_face_with_hand_over_mouth,4,4
2094,jawa bestie palembang rayap 😹,jawa bestie palembang rayap emoji_cat_with_tears_of_joy,jawa teman terbaik palembang rayap emoji_cat_with_tears_of_joy,4,4
11778,abis makan baru be kentu hahahha,abis makan baru be kentu hahahha,abis makan baru be ngentot hahaha,5,5
36662,ya jauh lah sampe tau ternyata banyak negara yg jauh lebih parah dari konoha🤪 main lu kurang jauh kids kalo bilang cuma konoha kek gini😹,ya jauh lah sampe tau ternyata banyak negara yg jauh lebih parah dari konoha emoji_zany_face main lu kurang jauh kids kalo bilang cuma konoha kek gini emoji_cat_with_tears_of_joy,ya jauh lah sampai tau ternyata banyak negara yg jauh lebih parah dari konoha emoji_zany_face main lu kurang jauh anak-anak kalo bilang cuma konoha kek gini emoji_cat_with_tears_of_joy,0,0
61028,ngerti dong itu cuman prank doang,ngerti dong itu cuman prank doang,mengerti dong itu cuman prank doang,0,0
14918,cicik e suangar 🤣,cicik e suangar emoji_rolling_on_the_floor_laughing,cicik e sangar emoji_rolling_on_the_floor_laughing,3,3
12377,risi lht cwe ny megangin rambut trs klihatan cwe norak bgt it lh cri org klu sok sosalita abal2 klihatan dr gestur tbuh and cr omongan ny gya sich bleh,risi lht cwe ny megangin rambut trs klihatan cwe norak bgt it lh cri org klu sok sosalita abal2 klihatan dr gestur tbuh and cr omongan ny gya sich bleh,risi lihat cewek ini memegang rambut terus kelihatan cewek norak banget itu lah cri orang klu sok sosialita abal-abal kelihatan dokter gestur tubuh dan cr omongan ini gaya sih boleh,3,3
39071,kalo temen mau kondom oleh oke,kalo temen mau kondom oleh oke,kalo teman mau kondom oleh oke,0,0
10231,sejak pagi tadi kita menunggu 🌟𝐀𝐋𝐄𝐗𝐈𝐒𝐢𝟏𝟳🌟 peluang baru di luar dugaan,sejak pagi tadi kita menunggu emoji_glowing_star alexisi17 emoji_glowing_star peluang baru di luar dugaan,sejak pagi tadi kita menunggu emoji_glowing_star alexisi17 emoji_glowing_star peluang baru di luar dugaan,1,1
17004,Kalian udah coba ♣⚡ＭＡＮＤＡＬＩＫＡ0⃣0⃣⚡♣? Recommended banget!,kalian udah coba emoji_club_suit emoji_high_voltage mandalika emoji_keycap_0 emoji_keycap_0 emoji_high_voltage emoji_club_suit ? recommended banget!,kalian sudah coba emoji_club_suit emoji_high_voltage mandalika emoji_keycap_0 emoji_keycap_0 emoji_high_voltage emoji_club_suit ? direkomendasikan banget!,1,1
10851,kok songong bgt nih bocah biar terkenal 😂😂😂😂,kok songong bgt nih bocah biar terkenal emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,kok songong banget nih bocah biar terkenal emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy emoji_face_with_tears_of_joy,3,3
11694,ms breewc sok imut😂,ms breewc sok imut emoji_face_with_tears_of_joy,ms breewc sok imut emoji_face_with_tears_of_joy,3,3
40625,pelecehan mnding di tangkap,pelecehan mnding di tangkap,pelecehan mending di tangkap,0,0
31197,nunggu vt abu janda mau buat narasi apa lagi dia,nunggu vt abu janda mau buat narasi apa lagi dia,nunggu vt abu janda mau buat narasi apa lagi dia,0,0
8655,itu cewe aku udah pernah test pandai goyang itu,itu cewe aku udah pernah test pandai goyang itu,itu cewek aku sudah pernah tes pandai goyang itu,5,5
59444,pelaku yg seolah jd korban😂,pelaku yg seolah jd korban emoji_face_with_tears_of_joy,pelaku yg seolah jadi korban emoji_face_with_tears_of_joy,0,0
14116,begini kerjaan wanita kalau siang kalau kerjanya dana ya,begini kerjaan wanita kalau siang kalau kerjanya dana ya,begini kerjaan wanita kalau siang kalau kerjanya dana ya,3,3
14872,tandai raine e ktmu sawat dok bosok raine 😅,tandai raine e ktmu sawat dok bosok raine emoji_grinning_face_with_sweat,tandai raine e ketemu sawat dok bosok raine emoji_grinning_face_with_sweat,3,3
62885,keras semangka,keras semangka,keras semangka,0,0
6886,coba contohin bagaimana cara kondom anda sendiri,coba contohin bagaimana cara kondom anda sendiri,coba contohkan bagaimana cara kondom anda sendiri,5,5
12648,nanggung tuh sekalian lepas baju aja 🤣,nanggung tuh sekalian lepas baju aja emoji_rolling_on_the_floor_laughing,nanggung tuh sekalian lepas baju aja emoji_rolling_on_the_floor_laughing,5,5
3402,maaf gk ditrima allah swt juga jd gk ush cape2🤣🤣🤣🤣 y,maaf gk ditrima allah swt juga jd gk ush cape2 emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing y,maaf tidak diterima allah swt juga jadi tidak ush cape-cape emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing y,4,4
57190,ngomong anjing2 dah biasa dikira bagus apa,ngomong anjing2 dah biasa dikira bagus apa,ngomong anjing dah biasa dikira bagus apa,0,0
12066,perempuanku cantik sexxy wkwkwkwkwk,perempuanku cantik sexxy wkwkwkwkwk,perempuanku cantik seksi wkwkwkwkwk,5,5
65922,bg no wa mu brapa bg,bg no wa mu brapa bg,bang no wa mu berapa bang,0,0
9651,outfit lo jelek,outfit lo jelek,pakaian lo jelek,3,3
15817,Temen gua semuanya pake ̠A͎͎L͎͎E͎͎X͎͎I͎͎S͎͎1͎͎7͎.,temen gua semuanya pake alexis17.,teman gua semuanya pake alexis17.,1,1
55895,ngakak bgt si😭😭,ngakak bgt si emoji_loudly_crying_face emoji_loudly_crying_face,ngakak banget si emoji_loudly_crying_face emoji_loudly_crying_face,0,0
7994,mirip temen gua anjayy sama bohaynya,mirip temen gua anjayy sama bohaynya,mirip teman gua anjay sama bohay,3,3
8519,gua jiji dengar suara elu manja2 nafsu bang wkwkwk untung ngga ke skip karena susu kental manis cap tikus berburu tiktok,gua jiji dengar suara elu manja2 nafsu bang wkwkwk untung ngga ke skip karena susu kental manis cap tikus berburu tiktok,gua jiji dengar suara elu manja-manja nafsu bang wkwkwk untung tidak ke skip karena susu kental manis cap tikus berburu tiktok,5,5
11196,opini publik teteup aja gundik tantrum botak tantrum ga ada yg dipatahkan buktinya 99 9 komentar ngehujat gundik botak otomatis 99 9 itu bela maia dasar oon lu,opini publik teteup aja gundik tantrum botak tantrum ga ada yg dipatahkan buktinya 99 9 komentar ngehujat gundik botak otomatis 99 9 itu bela maia dasar oon lu,opini publik tetap aja gundik tantrum botak tantrum ga ada yg dipatahkan buktinya 99 sembilan komentar menghujat gundik botak otomatis 99 sembilan itu bela maia dasar bodoh lu,3,3
12232,konten nya menyediakan bahan tu coli para jomblo🤣🤣🤣 gk jelas,konten nya menyediakan bahan tu coli para jomblo emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing gk jelas,konten nya menyediakan bahan tu coli para jomblo emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing emoji_rolling_on_the_floor_laughing tidak jelas,5,5
67188,kuda pun gx bisa bohong😂🤤,kuda pun gx bisa bohong emoji_face_with_tears_of_joy emoji_drooling_face,kuda pun gx bisa bohong emoji_face_with_tears_of_joy emoji_drooling_face,0,0
10488,kata guamah dia kaga jelas,kata guamah dia kaga jelas,kata guamah dia tidak jelas,3,3
264,@pgc789 ♻super maxwin♻🔥🔥,mention_pgc789 emoji_recycling_symbol super maxwin emoji_recycling_symbol emoji_fire emoji_fire,mention_pgc789 emoji_recycling_symbol super maxwin emoji_recycling_symbol emoji_fire emoji_fire,1,1
17189,"Spektakuler sih, ⭐𝐌𝐀𝗡𝗗𝗔𝘓𝘐𝙆𝘼𝟽𝟽⭐ sesuai sama yang diomongin orang.","spektakuler sih, emoji_star mandalika77 emoji_star sesuai sama yang diomongin orang.","spektakuler sih, emoji_star mandalika77 emoji_star sesuai sama yang dibicarakan orang.",1,1
30031,kalo ga tau diam,kalo ga tau diam,kalo ga tau diam,0,0
8848,tinggi itu kak cuma selisih 1 dari resolusi youtube,tinggi itu kak cuma selisih 1 dari resolusi youtube,tinggi itu kak cuma selisih 1 dari resolusi YouTube,3,3
24200,hati2 kalau bicara keciduk nanggis,hati2 kalau bicara keciduk nanggis,hati-hati kalau bicara terciduk nangis,0,0
61970,segitunya bang cari uang,segitunya bang cari uang,segitunya bang cari uang,0,0
40932,boleh tuh bob nomor nya,boleh tuh bob nomor nya,boleh tuh bob nomor nya,0,0
10546,lama2 kayak sumanto wajahnya 😅,lama2 kayak sumanto wajahnya emoji_grinning_face_with_sweat,lama-lama kayak Sumanto wajahnya emoji_grinning_face_with_sweat,3,3
33026,potensi duit itu buat junjungannya,potensi duit itu buat junjungannya,potensi duit itu buat junjungan,0,0
19499,1 crii yg angeeee,1 crii yg angeeee,1 crii yg sange,0,0
15115,"Gacur parah, modal receh bisa makswin","gacur parah, modal receh bisa makswin","gacur parah, modal receh bisa maksimal",1,1
15304,Ketika Kami Merasa Sulit..Solusi Hanya ada di ROYALACES88.Terima Kasih,ketika kami merasa sulit..solusi hanya ada di royalaces88.terima kasih,ketika kami merasa sulit..solusi hanya ada di royalaces88.terima kasih,1,1
16529,✌ ABCD4D ✌ bawa doi naik tahta high roller!,emoji_victory_hand abcd 4 d emoji_victory_hand bawa doi naik tahta high roller!,emoji_victory_hand abcd 4 d emoji_victory_hand bawa doi naik tahta tinggi roller!,1,1
12702,ending nya pokonya basah anjing lah wajah nya jav bgt suka bgt gua bg minta link nya ntr ya,ending nya pokonya basah anjing lah wajah nya jav bgt suka bgt gua bg minta link nya ntr ya,akhir nya pokoknya basah anjing lah wajah nya jav banget suka banget gua bang minta tautan nya nanti ya,5,5
14070,salut sma mas kameramen nya kuat jga ya emang burung mas nya gx ngaceng,salut sma mas kameramen nya kuat jga ya emang burung mas nya gx ngaceng,salut sma mas kameramen nya kuat juga ya emang burung mas nya gx ngaceng,5,5
